oktmo,name,year,internat_inflow,internat_outflow,interreg_inflow,interreg_outflow,reg_inflow,reg_outflow,total_inflow,total_outflow
41642440,Черновское,2021,2.0,4.0,15.0,9.0,10.0,23.0,27.0,36.0
41645000,Тихвинский муниципальный район,2021,446.0,290.0,1182.0,1170.0,947.0,954.0,2575.0,2414.0
41645101,Тихвинское,2021,387.0,251.0,1023.0,1047.0,692.0,694.0,2102.0,1992.0
41645408,Мелегежское,2021,3.0,8.0,15.0,12.0,32.0,44.0,50.0,64.0
41645412,Ганьковское,2021,10.0,8.0,24.0,4.0,27.0,13.0,61.0,25.0
41645416,Горское,2021,4.0,4.0,19.0,18.0,17.0,26.0,40.0,48.0
41645432,Цвылёвское,2021,9.0,9.0,25.0,23.0,65.0,50.0,99.0,82.0
41645472,Коськовское,2021,6.0,8.0,10.0,13.0,10.0,25.0,26.0,46.0
41645477,Шугозерское,2021,16.0,2.0,38.0,31.0,55.0,58.0,109.0,91.0
41648000,Тосненский муниципальный район,2021,464.0,253.0,1923.0,3047.0,367.0,680.0,2754.0,3980.0
41648101,Тосненское,2021,100.0,78.0,280.0,784.0,75.0,214.0,455.0,1076.0
41648105,Любанское,2021,30.0,24.0,145.0,221.0,21.0,46.0,196.0,291.0
41648108,Никольское,2021,100.0,53.0,459.0,565.0,113.0,147.0,672.0,765.0
41648154,Красноборское,2021,29.0,16.0,57.0,154.0,12.0,29.0,98.0,199.0
41648160,Рябовское,2021,21.0,1.0,18.0,52.0,3.0,29.0,42.0,82.0
41648164,Ульяновское,2021,38.0,28.0,105.0,248.0,17.0,68.0,160.0,344.0
41648165,Фёдоровское,2021,54.0,11.0,267.0,145.0,33.0,26.0,354.0,182.0
41648170,Форносовское,2021,13.0,5.0,28.0,73.0,8.0,9.0,49.0,87.0
41648418,Нурминское,2021,2.0,4.0,24.0,39.0,21.0,5.0,47.0,48.0
41648430,Лисинское,2021,4.0,2.0,17.0,39.0,5.0,36.0,26.0,77.0
41648443,Тельмановское,2021,62.0,23.0,513.0,681.0,54.0,49.0,629.0,753.0
41648444,Трубникоборское,2021,4.0,3.0,8.0,40.0,3.0,12.0,15.0,55.0
41648464,Шапкинское,2021,7.0,5.0,2.0,6.0,2.0,10.0,11.0,21.0
41754000,Сосновоборский,2021,150.0,79.0,870.0,1404.0,151.0,311.0,1171.0,1794.0
42603000,Воловский муниципальный район,2021,75.0,32.0,186.0,289.0,199.0,289.0,460.0,610.0
42603400,Сельские поселения Воловского муниципального района,2021,75.0,32.0,186.0,289.0,199.0,289.0,460.0,610.0
42603408,Большовский сельсовет,2021,7.0,1.0,22.0,35.0,13.0,21.0,42.0,57.0
42603411,Васильевский сельсовет,2021,1.0,1.0,5.0,11.0,11.0,18.0,17.0,30.0
42603416,Воловский сельсовет,2021,11.0,19.0,42.0,87.0,46.0,77.0,99.0,183.0
42603420,Воловчинский сельсовет,2021,2.0,2.0,7.0,10.0,1.0,5.0,10.0,17.0
42603424,Гатищенский сельсовет,2021,4.0,1.0,5.0,9.0,12.0,5.0,21.0,15.0
42603428,Захаровский сельсовет,2021,3.0,1.0,13.0,16.0,13.0,20.0,29.0,37.0
42603440,Набережанский сельсовет,2021,4.0,3.0,23.0,27.0,21.0,24.0,48.0,54.0
42603444,Ожогинский сельсовет,2021,2.0,1.0,3.0,14.0,11.0,12.0,16.0,27.0
42603448,Спасский сельсовет,2021,12.0,3.0,13.0,13.0,8.0,13.0,33.0,29.0
42606000,Грязинский муниципальный район,2021,399.0,140.0,702.0,696.0,1434.0,1298.0,2535.0,2134.0
42606101,город Грязи,2021,206.0,73.0,434.0,406.0,543.0,466.0,1183.0,945.0
42606400,Сельские поселения Грязинского муниципального района/,2021,193.0,67.0,268.0,290.0,891.0,832.0,1352.0,1189.0
42606404,Большесамовецкий сельсовет,2021,15.0,4.0,23.0,21.0,79.0,84.0,117.0,109.0
42606408,Бутырский сельсовет,2021,4.0,3.0,10.0,15.0,43.0,39.0,57.0,57.0
42606412,Верхнетелелюйский сельсовет,2021,22.0,2.0,8.0,16.0,11.0,32.0,41.0,50.0
42606416,Грязинский сельсовет,2021,10.0,2.0,21.0,22.0,21.0,32.0,52.0,56.0
42606420,Двуреченский сельсовет,2021,15.0,3.0,22.0,18.0,99.0,43.0,136.0,64.0
42606424,Казинский сельсовет,2021,12.0,2.0,25.0,29.0,85.0,64.0,122.0,95.0
42606428,Карамышевский сельсовет,2021,3.0,4.0,9.0,12.0,30.0,48.0,42.0,64.0
42606432,Княжебайгорский сельсовет,2021,14.0,5.0,17.0,25.0,57.0,61.0,88.0,91.0
42606440,Кузовский сельсовет,2021,10.0,8.0,27.0,14.0,59.0,66.0,96.0,88.0
42606444,Петровский сельсовет,2021,8.0,3.0,27.0,9.0,34.0,53.0,69.0,65.0
42606448,Плехановский сельсовет,2021,24.0,14.0,23.0,27.0,91.0,67.0,138.0,108.0
42606452,Сошкинский сельсовет,2021,19.0,8.0,11.0,14.0,50.0,57.0,80.0,79.0
42606460,Телелюйский сельсовет,2021,22.0,5.0,16.0,18.0,24.0,55.0,62.0,78.0
42606468,Ярлуковский сельсовет,2021,11.0,2.0,10.0,16.0,91.0,56.0,112.0,74.0
42609000,Данковский муниципальный район,2021,134.0,36.0,408.0,436.0,559.0,605.0,1101.0,1077.0
42609101,город Данков,2021,35.0,22.0,200.0,205.0,301.0,242.0,536.0,469.0
42609400,Сельские поселения Данковского муниципального района/,2021,99.0,14.0,208.0,231.0,258.0,363.0,565.0,608.0
42609408,Баловневский сельсовет,2021,7.0,3.0,14.0,44.0,31.0,52.0,52.0,99.0
42609420,Бигильдинский сельсовет,2021,23.0,1.0,24.0,17.0,33.0,33.0,80.0,51.0
42609448,Малинковский сельсовет,2021,5.0,1.0,25.0,11.0,19.0,21.0,49.0,33.0
42609464,Перехвальский сельсовет,2021,4.0,1.0,18.0,18.0,15.0,9.0,37.0,28.0
42609476,Спешнево-Ивановский сельсовет,2021,18.0,2.0,31.0,42.0,23.0,77.0,72.0,121.0
42609482,Тепловский сельсовет,2021,1.0,4.0,17.0,15.0,14.0,12.0,32.0,31.0
42609485,Требунский сельсовет,2021,3.0,2.0,9.0,8.0,16.0,18.0,28.0,28.0
42612000,Добринский муниципальный район,2021,130.0,54.0,298.0,384.0,553.0,736.0,981.0,1174.0
42612400,Сельские поселения Добринского муниципального района/,2021,130.0,54.0,298.0,384.0,553.0,736.0,981.0,1174.0
42612408,Богородицкий сельсовет,2021,8.0,4.0,32.0,55.0,66.0,77.0,106.0,136.0
42612412,Верхнематренский сельсовет,2021,8.0,2.0,11.0,12.0,75.0,81.0,94.0,95.0
42612422,Добринский сельсовет,2021,16.0,19.0,85.0,104.0,131.0,167.0,232.0,290.0
42612424,Дубовской сельсовет,2021,16.0,2.0,28.0,45.0,41.0,57.0,85.0,104.0
42612440,Нижнематренский сельсовет,2021,1.0,2.0,6.0,2.0,19.0,27.0,26.0,31.0
42612444,Новочеркутинский сельсовет,2021,7.0,3.0,5.0,7.0,45.0,50.0,57.0,60.0
42612452,Петровский сельсовет,2021,9.0,6.0,19.0,15.0,36.0,44.0,64.0,65.0
42612456,Пушкинский сельсовет,2021,24.0,5.0,12.0,22.0,24.0,37.0,60.0,64.0
42612464,Среднематренский сельсовет,2021,7.0,1.0,9.0,8.0,13.0,11.0,29.0,20.0
42612468,Талицкий сельсовет,2021,5.0,10.0,18.0,30.0,20.0,35.0,43.0,75.0
42615000,Добровский муниципальный район,2021,168.0,62.0,261.0,266.0,769.0,700.0,1198.0,1028.0
42615400,Сельские поселения Добровского муниципального района,2021,168.0,62.0,261.0,266.0,769.0,700.0,1198.0,1028.0
42615404,ND,2021,19.0,5.0,19.0,20.0,65.0,56.0,103.0,81.0
42615408,Борисовский сельсовет,2021,8.0,3.0,5.0,12.0,40.0,63.0,53.0,78.0
42615412,Волченский сельсовет,2021,7.0,2.0,15.0,12.0,6.0,14.0,28.0,28.0
42615416,Добровский сельсовет,2021,21.0,7.0,49.0,51.0,144.0,126.0,214.0,184.0
42615420,Екатериновский сельсовет,2021,4.0,3.0,6.0,2.0,22.0,25.0,32.0,30.0
42615424,Замартыновский сельсовет,2021,6.0,5.0,14.0,13.0,43.0,44.0,63.0,62.0
42615428,Каликинский сельсовет,2021,23.0,9.0,39.0,56.0,63.0,82.0,125.0,147.0
42615432,Кореневщинский сельсовет,2021,25.0,5.0,25.0,14.0,124.0,41.0,174.0,60.0
42615436,Кривецкий сельсовет,2021,7.0,3.0,13.0,15.0,30.0,24.0,50.0,42.0
42615440,Крутовский сельсовет,2021,4.0,7.0,7.0,8.0,12.0,18.0,23.0,33.0
42615452,Панинский сельсовет,2021,16.0,7.0,16.0,12.0,58.0,61.0,90.0,80.0
42615454,Поройский сельсовет,2021,4.0,1.0,10.0,4.0,20.0,13.0,34.0,18.0
42615464,Ратчинский сельсовет,2021,12.0,1.0,13.0,20.0,30.0,20.0,55.0,41.0
42615468,Трубетчинский сельсовет,2021,8.0,4.0,13.0,16.0,53.0,93.0,74.0,113.0
42618000,Долгоруковский муниципальный район,2021,187.0,45.0,249.0,296.0,391.0,421.0,827.0,762.0
42618400,Сельские поселения Долгоруковского муниципального района/,2021,187.0,45.0,249.0,296.0,391.0,421.0,827.0,762.0
42618404,Большебоевский сельсовет,2021,14.0,2.0,6.0,14.0,9.0,13.0,29.0,29.0
42618408,Верхнеломовецкий сельсовет,2021,1.0,2.0,3.0,2.0,17.0,12.0,21.0,16.0
42618428,Долгоруковский сельсовет,2021,56.0,25.0,113.0,146.0,210.0,186.0,379.0,357.0
42618432,Дубовецкий сельсовет,2021,7.0,3.0,10.0,18.0,28.0,26.0,45.0,47.0
42618436,Жерновский сельсовет,2021,3.0,2.0,10.0,16.0,6.0,31.0,19.0,49.0
42618444,Свишенский сельсовет,2021,2.0,1.0,8.0,6.0,23.0,13.0,33.0,20.0
42618448,Слепухинский сельсовет,2021,13.0,5.0,9.0,5.0,5.0,3.0,27.0,13.0
42618452,Стегаловский сельсовет,2021,49.0,5.0,20.0,31.0,29.0,34.0,98.0,70.0
42621000,Елецкий муниципальный район,2021,92.0,11.0,318.0,257.0,752.0,599.0,1162.0,867.0
42621400,Сельские поселения Елецкого муниципального района/,2021,92.0,11.0,318.0,257.0,752.0,599.0,1162.0,867.0
42621404,Архангельский сельсовет,2021,14.0,2.0,18.0,22.0,98.0,70.0,130.0,94.0
42621424,Елецкий сельсовет,2021,3.0,2.0,8.0,7.0,36.0,34.0,47.0,43.0
42621436,Лавский сельсовет,2021,2.0,2.0,32.0,16.0,71.0,27.0,105.0,45.0
42621450,Сокольский сельсовет,2021,7.0,2.0,21.0,5.0,26.0,37.0,54.0,44.0
42621452,Федоровский сельсовет,2021,3.0,3.0,20.0,22.0,37.0,31.0,60.0,56.0
42624000,Задонский муниципальный район,2021,113.0,64.0,431.0,436.0,832.0,739.0,1376.0,1239.0
42624101,город Задонск,2021,28.0,14.0,136.0,141.0,235.0,141.0,399.0,296.0
42624400,Сельские поселения Задонского муниципального района/,2021,85.0,50.0,295.0,295.0,597.0,598.0,977.0,943.0
42624404,Болховской сельсовет,2021,2.0,4.0,23.0,27.0,37.0,35.0,62.0,66.0
42624408,Бутырский сельсовет,2021,8.0,1.0,3.0,9.0,12.0,8.0,23.0,18.0
42624412,Верхнеказаченский сельсовет,2021,10.0,3.0,48.0,50.0,61.0,82.0,119.0,135.0
42624416,Верхнестуденецкий сельсовет,2021,1.0,1.0,4.0,10.0,35.0,26.0,40.0,37.0
42624420,Гнилушинский сельсовет,2021,3.0,5.0,15.0,17.0,40.0,21.0,58.0,43.0
42624424,Донской сельсовет,2021,7.0,8.0,41.0,40.0,64.0,65.0,112.0,113.0
42624432,Каменский сельсовет,2021,7.0,5.0,23.0,12.0,48.0,48.0,78.0,65.0
42624436,Камышевский сельсовет,2021,21.0,3.0,13.0,12.0,21.0,23.0,55.0,38.0
42624440,Кашарский сельсовет,2021,4.0,3.0,15.0,20.0,102.0,113.0,121.0,136.0
42624448,Ольшанский сельсовет,2021,2.0,1.0,21.0,5.0,27.0,37.0,50.0,43.0
42624450,Рогожинский сельсовет,2021,4.0,4.0,14.0,14.0,19.0,17.0,37.0,35.0
42624460,Хмелинецкий сельсовет,2021,5.0,7.0,14.0,19.0,36.0,28.0,55.0,54.0
42624464,Юрьевский сельсовет,2021,5.0,1.0,8.0,14.0,15.0,19.0,28.0,34.0
42627000,Измалковский муниципальный район,2021,39.0,14.0,204.0,252.0,219.0,263.0,462.0,529.0
42627400,Сельские поселения Измалковского муниципального района,2021,39.0,14.0,204.0,252.0,219.0,263.0,462.0,529.0
42627404,Афанасьевский сельсовет,2021,7.0,1.0,37.0,32.0,47.0,60.0,91.0,93.0
42627408,Васильевский сельсовет,2021,8.0,3.0,15.0,21.0,11.0,22.0,34.0,46.0
42627412,Домовинский сельсовет,2021,3.0,1.0,5.0,9.0,9.0,8.0,17.0,18.0
42627416,Измалковский сельсовет,2021,7.0,3.0,57.0,52.0,72.0,70.0,136.0,125.0
42627452,Чернавский сельсовет,2021,3.0,1.0,31.0,46.0,28.0,23.0,62.0,70.0
42630000,Краснинский муниципальный район,2021,82.0,17.0,233.0,184.0,337.0,290.0,652.0,491.0
42630400,Сельские поселения Краснинского муниципального района/,2021,82.0,17.0,233.0,184.0,337.0,290.0,652.0,491.0
42630404,Александровский сельсовет,2021,23.0,7.0,47.0,46.0,78.0,42.0,148.0,95.0
42630408,Гудаловский сельсовет,2021,11.0,5.0,17.0,9.0,26.0,34.0,54.0,48.0
42630416,Ищеинский сельсовет,2021,5.0,2.0,24.0,19.0,32.0,20.0,61.0,41.0
42630420,Краснинский сельсовет,2021,25.0,1.0,76.0,35.0,111.0,111.0,212.0,147.0
42630436,Суходольский сельсовет,2021,3.0,1.0,8.0,7.0,14.0,9.0,25.0,17.0
42630440,Яблоновский сельсовет,2021,7.0,1.0,25.0,34.0,26.0,18.0,58.0,53.0
42633000,Лебедянский муниципальный район,2021,182.0,79.0,337.0,370.0,581.0,862.0,1100.0,1311.0
42633101,город Лебедянь,2021,43.0,21.0,155.0,168.0,244.0,406.0,442.0,595.0
42633400,Сельские поселения Лебедянского муниципального района/,2021,139.0,58.0,182.0,202.0,337.0,456.0,658.0,716.0
42633404,Агрономовский сельсовет,2021,4.0,4.0,26.0,25.0,55.0,61.0,85.0,90.0
42633408,Большеизбищенский сельсовет,2021,10.0,10.0,8.0,9.0,15.0,34.0,33.0,53.0
42633412,Большепоповский сельсовет,2021,24.0,5.0,22.0,19.0,26.0,39.0,72.0,63.0
42633416,Волотовский сельсовет,2021,3.0,1.0,14.0,14.0,25.0,15.0,42.0,30.0
42633420,Вязовский сельсовет,2021,4.0,4.0,5.0,4.0,9.0,18.0,18.0,26.0
42633432,Куйманский сельсовет,2021,16.0,4.0,10.0,18.0,26.0,32.0,52.0,54.0
42633440,Ольховский сельсовет,2021,5.0,2.0,14.0,24.0,19.0,38.0,38.0,64.0
42633448,Покрово-Казацкий сельсовет,2021,3.0,5.0,21.0,19.0,54.0,53.0,78.0,77.0
42633452,Слободской сельсовет,2021,4.0,2.0,5.0,7.0,15.0,17.0,24.0,26.0
42633460,Троекуровский сельсовет,2021,54.0,15.0,34.0,38.0,36.0,88.0,124.0,141.0
42636000,Лев-Толстовский муниципальный район,2021,46.0,49.0,163.0,255.0,205.0,234.0,414.0,538.0
42636400,Сельские поселения Лев-Толстовского муниципального района/,2021,46.0,49.0,163.0,255.0,205.0,234.0,414.0,538.0
42636408,Домачевский сельсовет,2021,1.0,1.0,2.0,7.0,10.0,6.0,13.0,14.0
42636419,Лев-Толстовский сельсовет,2021,17.0,23.0,72.0,103.0,106.0,99.0,195.0,225.0
42636420,Новочемодановский сельсовет,2021,3.0,7.0,8.0,18.0,8.0,16.0,19.0,41.0
42636424,Октябрьский сельсовет,2021,1.0,4.0,20.0,7.0,12.0,28.0,33.0,39.0
42636428,Остро-Каменский сельсовет,2021,2.0,2.0,8.0,14.0,15.0,33.0,25.0,49.0
42636436,Топовский сельсовет,2021,3.0,4.0,9.0,15.0,4.0,8.0,16.0,27.0
42636440,Троицкий сельсовет,2021,12.0,7.0,18.0,40.0,12.0,13.0,42.0,60.0
42640000,Липецкий муниципальный район,2021,251.0,150.0,531.0,430.0,2556.0,1426.0,3338.0,2006.0
42640400,Сельские поселения Липецкого муниципального района/,2021,251.0,150.0,531.0,430.0,2556.0,1426.0,3338.0,2006.0
42640404,Большекузьминский сельсовет,2021,20.0,7.0,20.0,18.0,119.0,40.0,159.0,65.0
42640408,Боринский сельсовет,2021,18.0,8.0,57.0,48.0,168.0,107.0,243.0,163.0
42640416,Введенский сельсовет,2021,14.0,20.0,26.0,18.0,276.0,133.0,316.0,171.0
42640432,Косыревский сельсовет,2021,42.0,7.0,68.0,57.0,388.0,107.0,498.0,171.0
42640436,Круто-Хуторской сельсовет,2021,3.0,1.0,7.0,9.0,46.0,31.0,56.0,41.0
42640440,Кузьмино-Отвержский сельсовет,2021,25.0,18.0,41.0,37.0,114.0,109.0,180.0,164.0
42640444,Ленинский сельсовет,2021,32.0,19.0,97.0,59.0,416.0,207.0,545.0,285.0
42640448,Лубновский сельсовет,2021,6.0,4.0,8.0,7.0,33.0,31.0,47.0,42.0
42640452,Новодеревенский сельсовет,2021,10.0,7.0,15.0,13.0,97.0,53.0,122.0,73.0
42640456,Новодмитриевский сельсовет,2021,6.0,2.0,9.0,12.0,24.0,62.0,39.0,76.0
42640464,Пружинский сельсовет,2021,3.0,1.0,4.0,9.0,14.0,15.0,21.0,25.0
42640468,Сенцовский сельсовет,2021,8.0,13.0,17.0,15.0,104.0,61.0,129.0,89.0
42640472,Стебаевский сельсовет,2021,13.0,1.0,8.0,10.0,44.0,36.0,65.0,47.0
42640476,Сырский сельсовет,2021,29.0,33.0,63.0,45.0,390.0,243.0,482.0,321.0
42640480,Тележенский сельсовет,2021,3.0,1.0,10.0,5.0,11.0,19.0,24.0,25.0
42640484,Частодубравский сельсовет,2021,10.0,2.0,53.0,44.0,189.0,71.0,252.0,117.0
42642000,Становлянский муниципальный район,2021,109.0,40.0,277.0,236.0,306.0,321.0,692.0,597.0
42642400,Сельские поселения Становлянского муниципального района,2021,109.0,40.0,277.0,236.0,306.0,321.0,692.0,597.0
42642412,Кирилловский сельсовет,2021,8.0,3.0,22.0,13.0,21.0,26.0,51.0,42.0
42642420,Ламской сельсовет,2021,11.0,7.0,5.0,10.0,27.0,29.0,43.0,46.0
42642428,Лукьяновский сельсовет,2021,6.0,1.0,14.0,13.0,11.0,12.0,31.0,26.0
42642436,Огневский сельсовет,2021,6.0,1.0,14.0,9.0,9.0,17.0,29.0,27.0
42642440,Островский сельсовет,2021,2.0,2.0,4.0,22.0,9.0,14.0,15.0,38.0
42642444,ND,2021,7.0,3.0,6.0,5.0,14.0,18.0,27.0,26.0
42642448,Петрищевский сельсовет,2021,2.0,3.0,11.0,15.0,14.0,14.0,27.0,32.0
42642452,Становлянский сельсовет,2021,16.0,6.0,90.0,66.0,124.0,74.0,230.0,146.0
42642460,Телегинский сельсовет,2021,16.0,8.0,14.0,7.0,23.0,31.0,53.0,46.0
42642468,Ястребиновский сельсовет,2021,1.0,4.0,4.0,4.0,5.0,16.0,10.0,24.0
42645000,Тербунский муниципальный район,2021,136.0,70.0,256.0,272.0,352.0,408.0,744.0,750.0
42645400,Сельские поселения Тербунского муниципального района/,2021,136.0,70.0,256.0,272.0,352.0,408.0,744.0,750.0
42645404,Березовский сельсовет,2021,1.0,3.0,16.0,25.0,14.0,25.0,31.0,53.0
42645412,Борковский сельсовет,2021,21.0,2.0,5.0,11.0,7.0,19.0,33.0,32.0
42645420,Вислополянский сельсовет,2021,5.0,2.0,15.0,11.0,21.0,13.0,41.0,26.0
42645428,Казинский сельсовет,2021,3.0,2.0,18.0,6.0,7.0,18.0,28.0,26.0
42645432,Кургано-Головинский сельсовет,2021,12.0,2.0,15.0,14.0,16.0,23.0,43.0,39.0
42645440,Новосильский сельсовет,2021,1.0,4.0,9.0,3.0,4.0,9.0,14.0,16.0
42645448,Покровский сельсовет,2021,1.0,6.0,9.0,7.0,19.0,18.0,29.0,31.0
42645452,Солдатский сельсовет,2021,15.0,9.0,21.0,14.0,28.0,29.0,64.0,52.0
42645458,Тербунский сельсовет,2021,47.0,23.0,81.0,87.0,160.0,139.0,288.0,249.0
42645460,Тербунский Второй сельсовет,2021,19.0,5.0,38.0,39.0,33.0,57.0,90.0,101.0
42648000,Усманский муниципальный район,2021,280.0,152.0,648.0,569.0,776.0,752.0,1704.0,1473.0
42648101,город Усмань,2021,62.0,19.0,240.0,256.0,259.0,202.0,561.0,477.0
42648400,Сельские поселения Усманского муниципального района/,2021,218.0,133.0,408.0,313.0,517.0,550.0,1143.0,996.0
42648404,Березняговский сельсовет,2021,6.0,1.0,4.0,8.0,11.0,13.0,21.0,22.0
42648408,Боровской сельсовет,2021,9.0,3.0,13.0,5.0,15.0,14.0,37.0,22.0
42648420,Грачевский сельсовет,2021,10.0,7.0,14.0,14.0,21.0,16.0,45.0,37.0
42648424,Девицкий сельсовет,2021,6.0,8.0,48.0,36.0,38.0,32.0,92.0,76.0
42648432,Дрязгинский сельсовет,2021,19.0,13.0,23.0,37.0,54.0,44.0,96.0,94.0
42648436,Завальновский сельсовет,2021,11.0,14.0,29.0,22.0,16.0,39.0,56.0,75.0
42648440,Излегощенский сельсовет,2021,2.0,2.0,12.0,5.0,4.0,3.0,18.0,10.0
42648444,Кривский сельсовет,2021,10.0,8.0,15.0,11.0,36.0,16.0,61.0,35.0
42648452,Куликовский сельсовет,2021,13.0,21.0,3.0,7.0,14.0,20.0,30.0,48.0
42648456,Никольский сельсовет,2021,13.0,7.0,38.0,18.0,18.0,48.0,69.0,73.0
42648460,Октябрьский сельсовет,2021,40.0,14.0,21.0,14.0,59.0,58.0,120.0,86.0
42648461,Пашковский сельсовет,2021,2.0,3.0,7.0,1.0,13.0,10.0,22.0,14.0
42648464,Поддубровский сельсовет,2021,37.0,11.0,23.0,5.0,24.0,25.0,84.0,41.0
42648466,Пригородный сельсовет,2021,8.0,7.0,34.0,34.0,67.0,77.0,109.0,118.0
42648472,Сторожевской сельсовет,2021,18.0,5.0,39.0,40.0,42.0,45.0,99.0,90.0
42648474,Сторожевско-Хуторской сельсовет,2021,1.0,3.0,11.0,10.0,10.0,5.0,22.0,18.0
42652000,Хлевенский муниципальный район,2021,63.0,30.0,252.0,272.0,133.0,210.0,448.0,512.0
42652400,Сельские поселения Хлевенского муниципального района/,2021,63.0,30.0,252.0,272.0,133.0,210.0,448.0,512.0
42652408,Воробьевский сельсовет,2021,1.0,4.0,14.0,17.0,3.0,11.0,18.0,32.0
42652416,Дмитряшевский сельсовет,2021,12.0,1.0,28.0,35.0,12.0,25.0,52.0,61.0
42652424,Елец-Маланинский сельсовет,2021,1.0,2.0,16.0,22.0,9.0,5.0,26.0,29.0
42652428,Конь-Колодезский сельсовет,2021,14.0,4.0,35.0,23.0,6.0,44.0,55.0,71.0
42652434,Нижне-Колыбельский сельсовет,2021,2.0,1.0,11.0,6.0,2.0,11.0,15.0,18.0
42652436,Ново-Дубовский сельсовет,2021,5.0,1.0,10.0,7.0,32.0,25.0,47.0,33.0
42652448,Фомино-Негачевский сельсовет,2021,2.0,5.0,10.0,8.0,7.0,4.0,19.0,17.0
42652453,Хлевенский сельсовет,2021,17.0,12.0,77.0,83.0,18.0,33.0,112.0,128.0
42656000,Чаплыгинский муниципальный район,2021,99.0,39.0,435.0,420.0,512.0,550.0,1046.0,1009.0
42656101,город Чаплыгин,2021,38.0,17.0,139.0,146.0,254.0,134.0,431.0,297.0
42656400,Сельские поселения Чаплыгинского муниципального района/,2021,61.0,22.0,296.0,274.0,258.0,416.0,615.0,712.0
42656408,Буховской сельсовет,2021,4.0,1.0,19.0,11.0,10.0,13.0,33.0,25.0
42656420,Дубовской сельсовет,2021,3.0,2.0,20.0,17.0,15.0,19.0,38.0,38.0
42656424,Жабинский сельсовет,2021,2.0,6.0,13.0,17.0,11.0,14.0,26.0,37.0
42656444,Кривополянский сельсовет,2021,16.0,7.0,73.0,42.0,47.0,99.0,136.0,148.0
42656452,Ломовской сельсовет,2021,2.0,1.0,13.0,5.0,22.0,18.0,37.0,24.0
42656456,Люблинский сельсовет,2021,1.0,1.0,4.0,5.0,3.0,3.0,8.0,9.0
42656460,Новополянский сельсовет,2021,4.0,2.0,17.0,16.0,12.0,22.0,33.0,40.0
42656488,Юсовский сельсовет,2021,1.0,1.0,7.0,9.0,9.0,14.0,17.0,24.0
42701000,город Липецк,2021,1455.0,1312.0,3535.0,4384.0,3653.0,4104.0,8643.0,9800.0
42715000,город Елец,2021,103.0,106.0,711.0,1114.0,762.0,1074.0,1576.0,2294.0
44701000,город Магадан,2021,734.0,267.0,2126.0,3070.0,1171.0,796.0,4031.0,4133.0
44702000,Ольский городской округ,2021,17.0,10.0,279.0,210.0,346.0,304.0,642.0,524.0
44704000,Омсукчанский городской округ,2021,80.0,88.0,285.0,284.0,63.0,130.0,428.0,502.0
44710000,Среднеканский городской округ,2021,55.0,15.0,72.0,78.0,44.0,83.0,171.0,176.0
44713000,Сусуманский городской округ,2021,132.0,38.0,188.0,268.0,80.0,190.0,400.0,496.0
44716000,Тенькинский городской округ,2021,2.0,15.0,105.0,113.0,82.0,132.0,189.0,260.0
44719000,Хасынский городской округ,2021,26.0,36.0,204.0,189.0,226.0,183.0,456.0,408.0
44722000,Ягоднинский городской округ,2021,40.0,7.0,170.0,235.0,112.0,256.0,322.0,498.0
45000000,Муниципальные образования города Москвы (столицы Российской Федерации города федерального значения),2021,21545.0,15364.0,192216.0,175531.0,10138.0,10138.0,223899.0,201033.0
45310000,муниципальный округ Новокосино,2021,54.0,88.0,875.0,914.0,1.0,1.0,930.0,1003.0
45312000,муниципальный округ Перово,2021,374.0,319.0,2062.0,1543.0,1.0,1.0,2437.0,1863.0
45322000,муниципальный округ Ново-Переделкино,2021,263.0,104.0,1804.0,821.0,4.0,2.0,2071.0,927.0
45345000,муниципальный округ Сокол,2021,1.0,59.0,85.0,1404.0,1.0,1.0,87.0,1464.0
45905000,муниципальный округ Обручевский,2021,223.0,358.0,1448.0,2210.0,1.0,1.0,1672.0,2569.0
45908000,муниципальный округ Черемушки,2021,142.0,74.0,1141.0,798.0,6.0,1.0,1289.0,873.0
45909000,муниципальный округ Южное Бутово,2021,171.0,240.0,912.0,2344.0,4.0,1.0,1087.0,2585.0
45910000,муниципальный округ Ясенево,2021,480.0,362.0,3685.0,979.0,5.0,1.0,4170.0,1342.0
45931000,городской округ Троицк,2021,392.0,44.0,4114.0,779.0,1503.0,99.0,6009.0,922.0
45932000,городской округ Щербинка,2021,134.0,57.0,4304.0,1391.0,1135.0,67.0,5573.0,1515.0
45941000,поселение Внуковское,2021,104.0,4.0,906.0,216.0,525.0,43.0,1535.0,263.0
45942000,поселение Воскресенское,2021,6.0,7.0,409.0,136.0,15.0,13.0,430.0,156.0
45944000,поселение Десеновское,2021,41.0,13.0,1155.0,194.0,120.0,19.0,1316.0,226.0
45945000,поселение Киевский,2021,46.0,4.0,972.0,163.0,170.0,16.0,1188.0,183.0
45946000,поселение Кленовское,2021,25.0,5.0,308.0,120.0,48.0,11.0,381.0,136.0
45947000,поселение Кокошкино,2021,3.0,4.0,751.0,103.0,16.0,5.0,770.0,112.0
45952000,поселение Московский,2021,456.0,10.0,5402.0,744.0,2153.0,16.0,8011.0,770.0
45953000,"поселение ""Мосрентген""",2021,1.0,1.0,859.0,136.0,9.0,6.0,869.0,143.0
45954000,поселение Новофедоровское,2021,177.0,8.0,1249.0,124.0,695.0,20.0,2121.0,152.0
