,from_territory_id,to_territory_id,n_people
959,29,70,3
960,29,71,2
961,29,72,1
962,29,73,14
963,29,74,1
964,29,75,1
965,29,76,2
966,29,77,2
967,29,78,2
968,29,79,2
969,29,80,2
970,29,81,1
971,29,82,4
972,29,83,1
973,29,84,2
974,29,91,2
975,29,96,1
976,29,103,2
977,29,105,1
978,29,107,1
979,29,109,2
980,29,110,1
981,29,111,5
982,29,112,1
983,29,113,2
984,29,114,1
985,29,115,1
986,29,117,3
987,29,118,1
988,29,119,1
989,29,120,1
990,29,121,1
991,29,123,1
992,29,124,1
993,29,125,1
994,29,126,2
995,29,127,1
996,29,128,1
997,29,129,1
998,29,130,1
999,29,131,1
1000,29,132,1
1001,29,133,1
1002,29,134,1
1003,29,135,6
1004,29,136,6
1005,29,146,1
1006,29,147,1
1007,29,149,2
1008,29,158,4
1009,29,161,2
1010,29,167,1
1011,29,169,3
1012,29,170,1
1013,29,171,1
1014,29,173,2
1015,29,180,6
1016,29,185,2
1017,29,186,11
1018,29,187,1
1019,29,190,1
1020,29,192,1
1021,29,194,1
1022,29,196,1
1023,29,197,1
1024,29,199,1
1025,29,200,3
1026,29,202,1
1027,30,29,1
1028,30,35,2
1029,30,36,1
1030,30,39,4
1031,30,42,1
1032,30,44,1
1033,30,60,1
1034,30,73,1
1035,30,135,1
1036,30,136,1
1037,30,180,1
1038,30,186,1
1039,31,29,1
1040,31,35,2
1041,31,36,1
1042,31,39,4
1043,31,42,1
1044,31,44,1
1045,31,60,1
1046,31,73,1
1047,31,135,1
1048,31,136,1
1049,31,180,1
1050,31,186,1
1051,32,35,1
1052,32,36,1
1053,32,39,2
1054,32,44,1
1055,32,73,1
1056,32,186,1
1057,33,5,1
1058,33,29,1
1059,33,35,3
1060,33,36,1
1061,33,39,5
1062,33,42,1
1063,33,44,1
1064,33,50,1
1065,33,51,1
1066,33,60,1
1067,33,73,2
1068,33,82,1
1069,33,111,1
1070,33,135,1
1071,33,136,1
1072,33,158,1
1073,33,180,1
1074,33,186,1
1075,35,3,4
1076,35,4,3
1077,35,5,12
1078,35,6,7
1079,35,7,9
1080,35,8,1
1081,35,9,6
1082,35,11,7
1083,35,12,6
1084,35,13,1
1085,35,14,4
1086,35,15,6
1087,35,16,6
1088,35,17,5
1089,35,19,6
1090,35,21,2
1091,35,22,1
1092,35,24,2
1093,35,25,1
1094,35,26,2
1095,35,28,1
1096,35,29,16
1097,35,30,1
1098,35,31,1
1099,35,32,1
1100,35,33,2
1101,35,36,25
1102,35,37,4
1103,35,38,2
1104,35,39,97
1105,35,40,4
1106,35,41,4
1107,35,42,17
1108,35,44,20
1109,35,45,3
1110,35,46,2
1111,35,47,7
1112,35,48,6
1113,35,49,4
1114,35,50,10
1115,35,51,9
1116,35,52,3
1117,35,53,3
1118,35,55,4
1119,35,56,2
1120,35,58,6
1121,35,59,6
1122,35,60,15
1123,35,61,4
1124,35,62,1
1125,35,63,3
1126,35,64,5
1127,35,65,2
1128,35,66,3
1129,35,68,2
1130,35,69,7
1131,35,70,7
1132,35,71,4
1133,35,72,2
1134,35,73,36
1135,35,74,3
1136,35,75,3
1137,35,76,4
1138,35,77,5
1139,35,78,6
1140,35,79,6
1141,35,80,6
1142,35,81,2
1143,35,82,9
1144,35,83,3
1145,35,84,5
1146,35,87,1
1147,35,91,6
1148,35,93,1
1149,35,94,1
1150,35,95,1
1151,35,96,3
1152,35,101,1
1153,35,103,4
1154,35,105,1
1155,35,107,2
1156,35,109,6
1157,35,110,2
1158,35,111,13
1159,35,112,2
1160,35,113,4
1161,35,114,3
1162,35,115,3
1163,35,117,8
1164,35,118,1
1165,35,119,3
1166,35,120,1
1167,35,121,1
1168,35,123,3
1169,35,124,2
1170,35,125,3
1171,35,126,6
1172,35,127,2
1173,35,128,4
1174,35,129,2
1175,35,130,3
1176,35,131,2
1177,35,132,2
1178,35,133,1
1179,35,134,2
1180,35,135,15
1181,35,136,16
1182,35,137,1
1183,35,140,1
1184,35,143,1
1185,35,145,1
1186,35,146,2
1187,35,147,1
1188,35,149,5
1189,35,154,1
1190,35,155,1
1191,35,156,1
1192,35,158,10
1193,35,160,1
1194,35,161,4
1195,35,163,1
1196,35,164,1
1197,35,167,2
1198,35,169,9
1199,35,170,3
1200,35,171,2
1201,35,173,4
1202,35,175,1
1203,35,176,1
1204,35,177,1
1205,35,180,15
1206,35,181,1
1207,35,185,4
1208,35,186,28
1209,35,187,2
1210,35,188,1
1211,35,190,2
1212,35,192,3
1213,35,194,2
1214,35,195,1
1215,35,196,2
1216,35,197,2
1217,35,198,1
1218,35,199,2
1219,35,200,8
1220,35,201,1
1221,35,202,2
1222,35,203,1
1223,35,204,1
1224,36,3,4
1225,36,4,3
1226,36,5,12
1227,36,6,7
1228,36,7,9
1229,36,8,1
1230,36,9,5
1231,36,11,7
1232,36,12,6
1233,36,13,1
1234,36,14,4
1235,36,15,6
1236,36,16,6
1237,36,17,5
1238,36,19,6
1239,36,21,2
1240,36,22,1
1241,36,24,2
1242,36,25,1
1243,36,26,2
1244,36,28,1
1245,36,29,16
1246,36,30,1
1247,36,31,1
1248,36,32,1
1249,36,33,1
1250,36,35,54
1251,36,37,4
1252,36,38,2
1253,36,39,94
1254,36,40,4
1255,36,41,3
1256,36,42,16
1257,36,44,20
1258,36,45,3
1259,36,46,2
1260,36,47,7
1261,36,48,6
1262,36,49,4
1263,36,50,9
1264,36,51,9
1265,36,52,3
1266,36,53,3
1267,36,55,3
1268,36,56,2
1269,36,58,5
1270,36,59,6
1271,36,60,14
1272,36,61,4
1273,36,62,1
1274,36,63,3
1275,36,64,5
1276,36,65,2
1277,36,66,3
1278,36,68,2
1279,36,69,7
1280,36,70,7
1281,36,71,4
1282,36,72,2
1283,36,73,35
1284,36,74,3
1285,36,75,3
1286,36,76,4
1287,36,77,5
1288,36,78,6
1289,36,79,6
1290,36,80,6
1291,36,81,2
1292,36,82,9
1293,36,83,3
1294,36,84,5
1295,36,87,1
1296,36,91,6
1297,36,93,1
1298,36,94,1
1299,36,95,1
1300,36,96,3
1301,36,101,1
1302,36,103,4
1303,36,105,1
1304,36,107,2
1305,36,109,5
1306,36,110,2
1307,36,111,13
1308,36,112,2
1309,36,113,4
1310,36,114,3
1311,36,115,3
1312,36,117,8
1313,36,118,1
1314,36,119,3
1315,36,120,1
1316,36,121,1
1317,36,123,3
1318,36,124,1
1319,36,125,3
1320,36,126,5
1321,36,127,2
1322,36,128,4
1323,36,129,2
1324,36,130,3
1325,36,131,2
1326,36,132,2
1327,36,133,1
1328,36,134,2
1329,36,135,15
1330,36,136,16
1331,36,137,1
1332,36,140,1
1333,36,143,1
1334,36,145,1
1335,36,146,2
1336,36,147,1
